user	spName	traffic	times
c247b2c5	google		77802	6
c247b2c5	qlogo		30530	1
c247b2c5	qpic		221280	5
c247b2c5	qq		116019	1
c247b2c5	umeng		16556	8
c2e4bd1a	dianxinos		39346	8
c2e4bd1a	dxsvr		8442	7
c2e4bd1a	dxurl		941	1
c2e4bd1a	gtimg		6380	4
c2e4bd1a	jccjd		7550	4
c2e4bd1a	qq		71098	19
c2e4bd1a	rrimg		808793	1
c2e4bd1a	ucweb		254621	21
c2e4bd1a	zdworks		7554	7
c2f2ba27	adwhirl		26176	25
c2f2ba27	apple		38665	7
c2f2ba27	cloudfront		2668122	70
c2f2ba27	edgesuite		62884	1
c2f2ba27	epicgames		1520	1
c2f2ba27	flurry		11522	8
c2f2ba27	gamecircus		17783	12
c2f2ba27	google-analytics		16968	1
c2f2ba27	inmobi		129851	42
c2f2ba27	itunes		1332	1
c2f2ba27	mobclix		68013	77
c2f2ba27	outfit7		97301	21
c2f2ba27	playhaven		9007	6
c2f2ba27	sproutbuilder		53799	28
c2f2ba27	youmi		137914	57
c2f2ba27	zeptolab		1908	3
c33ea798	qlogo		17923	2
c33ea798	qpic		13266	2
c33ea798	qq		19282	4
c33ea798	yahooapis		1977	1
c3b9221b	10086		34170	2
c3b9221b	7thg		2743	2
c3b9221b	adwhirl		1532	1
c3b9221b	apple		896	1
c3b9221b	edgecastcdn		32577	1
c3b9221b	kuwo		80397	3
c3b9221b	monternet		1320	1
c3b9221b	qq		173271	23
c3b9221b	sina		1022497	36
c3b9221b	sinaimg		128973	3
c3b9221b	tapulous		20681	5
c431af79	apple		14537	4
c431af79	dodur		8263	6
c431af79	kuaibo		2153	2
c431af79	pubsage		171905	18
c431af79	qlogo		956744	57
c431af79	qpic		922527	36
c431af79	qq		343639	37
c431af79	yahooapis		5868	2
c4739669	apple		138919	32
c4739669	baidu		1166431	109
c4739669	baidu-2img		1352174	108
c4739669	baidu-img		1258314	275
c4739669	flurry		4217	3
c4739669	immomo		2062125	27
c4739669	mop		321872	18
c4739669	mopimg		599527	19
c4739669	mtime		1274305	21
c4739669	puata		7023	1
c4739669	punchbox		11049	5
c4739669	qlogo		2106931	134
c4739669	qpic		1730319	68
c4739669	qq		121808	29
c4739669	rrimg		75179	2
c4739669	sina		633766	207
c4739669	sinaimg		1474060	193
c4739669	taobao		519959	51
c4739669	taobaocdn		386193	15
c4739669	tbcdn		48597	12
c4739669	tmall		100702	14
c4739669	uc		2806	1
c4739669	ucweb		15934	16
c4739669	umeng		2359	1
c4739669	yahooapis		3895	1
c4c3ee5b	360		23318	4
c4c3ee5b	baidu		163355	5
c4c3ee5b	dianping		1777	1
c4c3ee5b	moji001		7265	3
c4c3ee5b	qq		48626	5
c4c3ee5b	sina		197331	20
c4c3ee5b	sinaimg		49616	25
c4c3ee5b	soso		5387	1
c4c3ee5b	uc		48494	5
c4c3ee5b	ucweb		1010527	50
c4c3ee5b	umeng		42066	50
c4c3ee5b	wandoujia		8202	10
c4d087ab	apple		3388	1
c4d087ab	qlogo		8868	2
c4d087ab	qpic		427417	16
c4d087ab	qq		477274	19
c4d087ab	tdimg		2864	1
c511d534	apple		53058	1
c511d534	qq		73836	20
c511d534	sina		1823638	169
c511d534	sinaimg		95119	8
c5bba784	apple		68765	1
c5bba784	baidu		63149	9
c5bba784	monternet		1266	1
c5bba784	sina		300806	43
c5bba784	sinaimg		30314	7
c5bba784	uc		10752	3
c5bba784	ucweb		49099	9
c5bba784	yahoo		1615	1
c6082339	monternet		2634	2
c687781a	baidu		10617	4
c687781a	qlogo		118531	21
c687781a	qpic		57458	4
c687781a	qq		39801	1
c6955188	itunes		2418	1
c6955188	qpic		8026	1
c6955188	qq		48944	13
c6b0d0af	apple		5461	1
c6b0d0af	flurry		5396	4
c6b0d0af	google		28238	2
c6b0d0af	kuwo		102935	27
c6b0d0af	qpic		7024	1
c6b0d0af	qq		2442	2
c6b0d0af	scorecardresearch		1640	1
c6b0d0af	sina		1842211	189
c6b0d0af	sinaimg		72877	12
c6b7077d	admob		6730	4
c6b7077d	apple		8723	3
c6b7077d	baidu		42549	5
c6b7077d	flurry		36241	9
c6b7077d	guosen		13135	4
c6b7077d	popcap		1302	1
c77ae8ba	apple		13097	2
c77ae8ba	baidu		1390538	109
c77ae8ba	mobmore		7713	1
c77ae8ba	moji001		19324	11
c77ae8ba	moji002		6270	4
c77ae8ba	qlogo		8063	1
c77ae8ba	qq		203018	42
c77ae8ba	uc		3392	1
c77ae8ba	ucweb		40429	5
c77ae8ba	youku		1377	1
c783ed57	baidu		1840930	219
c783ed57	edgesuite		824686	1
c783ed57	itunes		1305	1
c783ed57	qlogo		420866	49
c783ed57	qpic		107022	14
c783ed57	qq		145772	58
c78c7191	baidu		35452	6
c78c7191	spbtraveler		2183	1
c78c7191	ucweb		220364	9
c7ee3443	360		3725	3
c7ee3443	apple		7335	1
c7ee3443	monternet		1320	1
c7ee3443	qlogo		29247	6
c7ee3443	qpic		1757684	19
c7ee3443	qq		128596	35
c7ee3443	yahooapis		4076	1
c84876d7	apple		53564	1
c84876d7	itunes		1305	1
c84876d7	qpic		8365	1
c84876d7	qq		106464	20
c84876d7	sina		144585	27
c84876d7	sinaimg		75228	24
c8d44ac8	360		1136	1
c8d44ac8	alipay		17063	1
c8d44ac8	apple		22770	4
c8d44ac8	bdwebgames		2594	1
c8d44ac8	bitesms		831	1
c8d44ac8	capcomcanada		424935	116
c8d44ac8	flurry		2848	2
c8d44ac8	immomo		302331	14
c8d44ac8	iweek		25927	6
c8d44ac8	me		571	1
c8d44ac8	net-a-porter		90829	2
c8d44ac8	qlogo		212873	8
c8d44ac8	qq		49325	5
c8d44ac8	rackspacecloud		191866	2
c8d44ac8	sina		781322	64
c8d44ac8	sinaimg		89456	13
c8d44ac8	taobao		408886	113
c8d44ac8	taobaocdn		126638	18
c8d44ac8	xsellize		1805	1
c8d44ac8	yahooapis		12145	2
c947e7d8	appads		5313	10
c947e7d8	apple		39051	9
c947e7d8	flurry		20954	11
c947e7d8	freshgames		531707	11
c947e7d8	gtimg		45056	1
c947e7d8	meitu		45569	10
c947e7d8	meitudata		3652	3
c947e7d8	mobmore		4099	1
c947e7d8	naturalmotion		17772	13
c947e7d8	puata		92199	1
c947e7d8	qlogo		11592	2
c947e7d8	qq		340646	49
c947e7d8	scorecardresearch		8129	6
c947e7d8	taobao		31330	13
c947e7d8	tapulous		399105	79
c947e7d8	umeng		7825	5
c947e7d8	verisign		4202	1
c95a4ff1	flurry		2428	2
c95a4ff1	gamevibe		1375	1
c95a4ff1	punchbox		920	1
c9611073	91		1756	1
c9611073	baidu		169699	11
c9611073	dianping		260272	36
c9611073	dpfile		1939241	69
c9611073	google-analytics		79093	21
cae3def4	91		113473	22
cae3def4	91rb		57366	5
cae3def4	edgesuite		663	1
cae3def4	gamelingo		2790	2
cae3def4	itunes		2162	1
cae3def4	poco		102407	27
cae3def4	qpic		407636	16
cae3def4	qq		3046273	287
cae3def4	yahooapis		4712	2
cb09c85c	moji001		6477	4
cb09c85c	moji002		1506	1
cba2ea67	apple		24002	5
cba2ea67	baidu		227919	34
cba2ea67	google-analytics		43581	5
cba2ea67	rrimg		234165	1
cba2ea67	sogou		148672	3
cba2ea67	yahooapis		14580	11
cba2ea67	ykimg		70054	12
cba2ea67	youku		68357	29
cbdb95a8	adwhirl		7032	6
cbdb95a8	flurry		6076	4
cbdb95a8	google-analytics		4338	1
cbdb95a8	ijinshan		152573	13
cbdb95a8	wali		1350	1
cbe95938	adsage		7334	3
cbe95938	adwhirl		84491	59
cbe95938	apple		16202	3
cbe95938	flurry		20050	11
cbe95938	kiloo		2378	2
cbe95938	qlogo		7898	1
cbe95938	qq		524001	55
cbe95938	w3i		33047	8
cbf28f6c	apple		18547	4
cbf28f6c	doubleclick		1170	2
cbf28f6c	edgesuite		63028	1
cbf28f6c	flurry		193036	15
cbf28f6c	gamevibe		5503	2
cbf28f6c	google		1655	1
cbf28f6c	itunes		1458	1
cbf28f6c	paipai		1991	1
cbf28f6c	poco		1897603	30
cbf28f6c	punchbox		51846	33
cbf28f6c	qlogo		331411	29
cbf28f6c	qpic		220268	9
cbf28f6c	qq		13101741	601
cbf28f6c	verisign		2977	1
cc0d4896	61		1017	1
cc0d4896	apple		40641	7
cc0d4896	flurry		16060	2
cc0d4896	qlogo		19639	3
cc0d4896	qpic		62391	5
cc0d4896	qq		119144	14
cc0d4896	rrimg		367597	9
cc0d4896	sina		430044	53
cc0d4896	sinaimg		77159	14
cc0d4896	unnyhog		1730	1
cc2732b7	apple		53286	1
cc2732b7	sina		124921	21
cc2732b7	sinaimg		73463	10
cc3d36f5	56		42979	3
cc3d36f5	douban		617089	29
cc3d36f5	flurry		9753	11
cc3d36f5	google-analytics		22101	2
cc3d36f5	iask		7110	1
cc3d36f5	iweico		0	2
cc3d36f5	mogujie		3772	2
cc3d36f5	qlogo		53392	7
cc3d36f5	qq		148361	26
cc3d36f5	rrimg		285186	14
cc3d36f5	sinaapp		424418	17
cc3d36f5	sinaimg		438300	66
cc3d36f5	tdimg		9119	1
cc3d36f5	umeng		1705	1
cc3d36f5	weico		29283	14
cc3d36f5	ykimg		6363	1
cda8c0a3	91		109172	13
cda8c0a3	91huo		1854	1
cda8c0a3	glu		1840	1
cda8c0a3	wooboo		6777	5
ce35782f	91		7361	3
ce35782f	apple		2189	1
ce35782f	baidu		7746	5
ce35782f	edgesuite		64475	1
ce35782f	flurry		1289	1
ce35782f	gao7		56707	12
ce35782f	itunes		1332	1
ce35782f	kuwo		13777	8
ce35782f	mzstatic		38922	3
ce35782f	qlogo		11436	1
ce35782f	qpic		5612	1
ce35782f	qq		931128	59
ce35782f	umeng		3077	2
ce35782f	yahooapis		3986	1
ce35782f	youku		6540	2
cea82b3d	apple		68886	9
cea82b3d	edgesuite		62924	1
cea82b3d	itunes		1337	1
cea82b3d	minyueqi		67112	2
cea82b3d	qlogo		53670	4
cea82b3d	qq		2204748	19
ceb05cd8	apple		37255	6
ceb05cd8	yahooapis		5123988	147
d026de79	apple		10353	1
d026de79	flurry		5891	3
d026de79	qq		22999	4
d026de79	umeng		8861	3
d026de79	verisign		3081	1
d026de79	wochacha		431961	49
d053a027	51job		182324	25
d053a027	91		111186	66
d053a027	adfonic		5180	4
d053a027	admob		397291	16
d053a027	adtechus		15683	8
d053a027	amazonaws		4803	16
d053a027	apple		25982	22
d053a027	baidu		258366	34
d053a027	cloudcell		10705	3
d053a027	doubleclick		116896	9
d053a027	edgesuite		0	1
d053a027	firemint		3275	2
d053a027	flurry		34749	12
d053a027	ganji		368706	104
d053a027	ganjistatic1		955175	77
d053a027	gifshow		2025	1
d053a027	google		86806	23
d053a027	google-analytics		10030	2
d053a027	inmobi		19709	7
d053a027	itunes		2265	1
d053a027	madserving		5468	4
d053a027	meitu		10276	8
d053a027	meitudata		1344	1
d053a027	millennialmedia		4704	4
d053a027	mobclix		12128	5
d053a027	mobmore		3495	1
d053a027	mojiva		6496	8
d053a027	mydas		2943	2
d053a027	nexage		54546	9
d053a027	outfit7		39499	16
d053a027	qlogo		5985	1
d053a027	qpic		97580	19
d053a027	qq		590992	195
d053a027	umeng		6026	4
d053a027	verisign		2563	1
d053a027	videocopilot		1257	1
d053a027	z2live		1591	2
d053a027	zhaopin		75918	18
d0996c93	edgesuite		63133	1
d0996c93	itunes		1332	1
d1842eae	baidu		224378	32
d1842eae	gtimg		26650	3
d1842eae	jiepang		1511	1
d1842eae	monternet		3460	3
d1842eae	qpic		19818	2
d1842eae	qq		570936	82
d1942192	adsage		88816	28
d1942192	apple		11147	2
d1942192	domob		15383	10
d1942192	kuwo		63298	16
d1942192	monternet		1266	1
d1942192	pubsage		1298279	9
d1942192	qq		38826	1
d1942192	sina		246697	36
d1942192	sinaimg		110803	10
d1942192	verisign		5966	1
d2360271	baidu		74233	17
d2360271	baidu-3img		15578	3
d2360271	flurry		2880	2
d2360271	gw		7414	3
d2360271	ijinshan		3188	3
d2360271	qq		167098	13
d2360271	sogou		74350	2
d2360271	uc		2983	1
d2360271	ucweb		90818	3
d335f619	61		11856	8
d335f619	apple		3388	1
d335f619	flurry		3270	2
d335f619	qpic		23486	3
d335f619	qq		7322	2
d3763844	apple		3440	1
d3763844	flurry		8585	3
d3763844	google-analytics		28834	1
d3763844	ijinshan		10476	9
d3763844	monternet		1318	1
d3763844	sina		1071919	85
d3763844	sinaimg		46417	3
d3763844	xici		114755	12
d38e2c99	adsmogo		47695	43
d38e2c99	domob		112833	25
d38e2c99	qlogo		496626	31
d38e2c99	qpic		10693	3
d38e2c99	qq		269848	75
d38e2c99	sogou		42291	10
d38e2c99	uc		5155	2
d38e2c99	ucweb		11206	2
d3da5ff1	apple		19978	5
d3da5ff1	flurry		10092	11
d3da5ff1	gamevibe		6623	5
d3da5ff1	punchbox		60746	27
d3da5ff1	qpic		6804	1
d3da5ff1	qq		227224	28
d3ebf51a	edgesuite		825998	1
d3ebf51a	itunes		2381	1
d55a463f	1lo0		5830	1
d55a463f	3393		21004	8
d55a463f	adobe		5167	2
d55a463f	apple		54438	9
d55a463f	baidu		310549	37
d55a463f	cnzz		24702	7
d55a463f	doubleclick		28483	6
d55a463f	flurry		1322	1
d55a463f	google		4716	3
d55a463f	googleadsserving		107641	9
d55a463f	googlesyndication		6855	5
d55a463f	gov		49698	11
d55a463f	gstatic		4112	1
d55a463f	igexin		1161	1
d55a463f	ijinshan		111423	91
d55a463f	qq		83075	11
d55a463f	sinkon		26140	8
d55a463f	sodu		70179	11
d55a463f	taomeier		359250	3
d55a463f	tbjfw		35772	3
d55a463f	tsxs		222085	6
d55a463f	zjbdt		22711	6
d66ed88a	apple		78634	2
d66ed88a	google		18133	3
d66ed88a	qpic		105249	4
d66ed88a	qq		620915	109
d67c289f	10086		10851	1
d67c289f	gtimg		53591	5
d67c289f	qlogo		41458	2
d67c289f	qq		847216	79
d67c289f	rrimg		33208	3
d6830f83	hidroid		1442	1
d6830f83	moji001		40575	15
d6830f83	sogou		1942	1
d6830f83	sonyericsson		1156	1
d6a1dab4	apple		72028	11
d6a1dab4	idai		179646	6
d6a1dab4	mobmore		16518	2
d6a1dab4	moji001		35621	17
d6a1dab4	moji002		8186	3
d6a1dab4	qlogo		32883	3
d6a1dab4	qq		456316	119
d6a1dab4	rrimg		267783	4
d6a1dab4	yahooapis		4825	1
d6a1dab4	yupoo		74358	1
d6f38d13	apple		73427	4
d6f38d13	baidu		310059	31
d6f38d13	google		180101	8
d6f38d13	gtimg		9306	3
d6f38d13	monternet		1316	1
d6f38d13	qq		856813	163
d6f38d13	sina		455051	52
d6f38d13	sinaimg		76499	9
d6f38d13	verisign		5168	2
d770acce	appads		30374	9
d770acce	apple		101542	12
d770acce	baidu		390195	43
d770acce	baidu-2img		36036	5
d770acce	eamobile		2259	2
d770acce	fluentmobile		1330	1
d770acce	kugou		13751	8
d770acce	qlogo		56948	8
d770acce	qpic		2310167	91
d770acce	qq		3007450	425
d770acce	sina		1038342	59
d770acce	sinaimg		24216	1
d770acce	sohu		37168	3
d770acce	tdimg		15751	3
d770acce	ykimg		8901	2
d7890009	2ch		599164	8
d7890009	ad-maker		670951	209
d7890009	buzzcity		8137	5
d7890009	medibaad		193047	128
d80a2423	apple		6052	1
d80a2423	baidu		86861	19
d80a2423	edeng		35962	3
d80a2423	qlogo		38987	4
d80a2423	qq		313522	33
d80a2423	scorecardresearch		2213	1
d80a2423	tapulous		54413	10
d80a2423	uc		0	4
d80a2423	ucweb		52216	7
d80a2423	yahooapis		4620	2
d8826bb1	google		87877	6
d8826bb1	guosen		9889	3
d8826bb1	sina		1837420	55
d8826bb1	sinaimg		86570	10
d892281f	apple		33252	5
d893ad78	admob		3018	2
d893ad78	doubleclick		27114	6
d893ad78	duapp		2585	1
d893ad78	duomi		110162	11
d893ad78	gstatic		13094	1
d893ad78	gtimg		138159	2
d893ad78	kxting		120	3
d893ad78	monternet		1051	1
d893ad78	qlogo		1593227	122
d893ad78	qpic		10636620	154
d893ad78	qq		887502	139
d893ad78	tdimg		18654	3
d893ad78	umeng		1530	1
d893ad78	url		10733	1
d893ad78	youhui		6612	3
d8d6071f	apple		53444	1
d8d6071f	monternet		3823	3
d8d6071f	verisign		12744	4
d9303209	360		3640	3
d9303209	admob		71176	11
d9303209	adsmogo		4375	9
d9303209	amazonaws		31218	1
d9303209	apple		3587	2
d9303209	baidu		153200	27
d9303209	doubleclick		179775	38
d9303209	elong		219904	28
d9303209	google		40475	5
d9303209	googlesyndication		0	2
d9303209	hui3g		3887	3
d9303209	lbs8		254487	18
d9303209	navidog		1581	1
d9303209	puata		17453	1
d9303209	qlogo		1880358	192
d9303209	qpic		3711091	195
d9303209	qq		1748961	129
d9303209	qunar		254835	58
d9303209	qunarzz		102929	7
d9303209	umeng		8050	7
d9303209	uyunad		1962	2
d9303209	vpon		33483	13
d9303209	wzcx123		26752	5
d9303209	zhui		368592	15
d931d99b	monternet		1159	1
d931d99b	qq		3202	1
d931d99b	sina		36974	3
d931d99b	taobao		1064	1
d944a64f	56		109583	13
d944a64f	apple		39712	6
d944a64f	ku6		27218	3
d944a64f	qq		22811	12
d944a64f	rrimg		2404315	99
d944a64f	tdimg		46475	8
d944a64f	xnpic		54050	5
d944a64f	yinyuetai		7119	1
d944a64f	ykimg		27664	5
d944a64f	yytcdn		18985	2
d9453ac1	10086		49308	2
d9453ac1	360		25385	4
d9453ac1	3g		31168	6
d9453ac1	3gogo		102205	33
d9453ac1	admob		5678	2
d9453ac1	androidesk		765994	44
d9453ac1	baidu		46299	9
d9453ac1	baidu-2img		24243	3
d9453ac1	baidu-img		1898	3
d9453ac1	cnzz		24229	1
d9453ac1	cooguo		47225	35
d9453ac1	doubleclick		15137	1
d9453ac1	duomi		696671	173
d9453ac1	flurry		6525	6
d9453ac1	gtimg		137161	4
d9453ac1	kxting		1876	2
d9453ac1	monternet		1027	1
d9453ac1	punchbox		50116	9
d9453ac1	qq		438993	31
d9453ac1	sina		19303	2
d9453ac1	sinaimg		35972	7
d9453ac1	sogou		96954	13
d9453ac1	sohomob		2112	2
d9453ac1	tigerknows		5738	2
d9453ac1	uc		40212	2
d9453ac1	ucweb		175888	13
d9453ac1	umeng		22920	10
d9453ac1	wandoujia		1338323	31
d9453ac1	wavesecure		34374	47
d9453ac1	wdjimg		125229	31
d9453ac1	wooboo		120770	29
d9453ac1	xywy		6015	4
d95c5a24	monternet		5796	5
d970225d	apple		7372	1
d970225d	gameloft		2294	2
d970225d	qlogo		164838	13
d970225d	qpic		219951	16
d970225d	qq		166057	27
d970225d	scorecardresearch		1524	1
d970225d	tapulous		81864	27
da0472d5	apple		232560	5
da0472d5	domob		5680	2
da0472d5	google		265136	5
da0472d5	googleapis		37379	1
da0472d5	madserving		47934	17
da0472d5	miaozhen		14523	4
da0472d5	mobileone		695460	8
da0472d5	pubsage		408521	35
da0472d5	qlogo		27408	5
da0472d5	qpic		32158	4
da0472d5	qq		70470	33
da443c88	adsmogo		1444	1
da443c88	apple		10735	2
da443c88	baidu		20589	4
da443c88	bitesms		2034	1
da443c88	ijinshan		29540	25
da443c88	kuwo		59060	11
da443c88	mifan001		37250	1
da443c88	mzstatic		85586	19
da443c88	puata		17138	1
da443c88	rovio		124265	5
da443c88	uc		6535	2
da443c88	ucweb		36079	5
da443c88	umeng		3548	2
da443c88	uyunad		8052	3
db469e77	3g		2047598	145
db469e77	3gcdn		68529	3
db469e77	apple		180648	24
db469e77	baidu		67643	8
db469e77	edgesuite		62976	1
db469e77	gameloft		41779	10
db469e77	google		6038	19
db469e77	ifeng		2502	1
db469e77	itunes		1337	1
db469e77	mlive365		12665	8
db469e77	mobmore		6684	1
db469e77	moji001		1231	1
db469e77	qq		86129	60
db469e77	sina		372526	48
db469e77	sinaimg		166345	26
db469e77	sogou		94193	8
db469e77	uc		7585	3
db469e77	ucweb		101775	14
db479853	baidu		0	5
db479853	lehecai		0	1
db479853	qlogo		116750	10
db479853	ttkwap		1528642	116
db479853	uc		2891	1
db479853	ucweb		16209	5
dbd00772	10086		614625	24
dbd00772	sinaimg		67599	5
dc1526ca	10086		1237611	85
dc1526ca	admob		65851	4
dc1526ca	apple		7327	1
dc1526ca	doubleclick		55270	16
dc1526ca	monternet		2690	3
dc1526ca	sina		15988	2
dc1526ca	sinaimg		88701	11
dc1526ca	tinome		3007	1
dc1526ca	uc		55632	10
dc1526ca	ucfly		22147	2
dc1526ca	ucweb		164626	4
dc1526ca	verisign		2564	1
dc79db36	admob		30259	1
dc79db36	apple		20489	4
dc79db36	dianping		50918	9
dc79db36	doubleclick		1936	1
dc79db36	dpfile		8315	1
dc79db36	google-analytics		23483	3
dc79db36	i139		31669	6
dc79db36	localytics		2039	1
dc79db36	qlogo		28341	3
dc79db36	qpic		266163	28
dc79db36	qq		130263	38
dc79db36	sina		2044582	204
dc79db36	sinaimg		1119668	118
dc79db36	uc		165589	26
dc79db36	ucweb		1822	1
dd22fd0f	adsmogo		2433	1
dd22fd0f	adwo		238279	125
dd22fd0f	amazonaws		15094	1
dd22fd0f	eicodesign		6765	3
dd22fd0f	google		364741	6
dd22fd0f	guohead		627667	299
dd22fd0f	miaozhen		176425	124
dd22fd0f	mobileone		1181140	635
dd22fd0f	qpic		664679	27
dd22fd0f	qq		109470	3
dd22fd0f	sina		920767	19
dd22fd0f	sinaapp		1448	1
dd22fd0f	sinaimg		10129291	1257
dd22fd0f	umeng		4371	3
dd6f0dae	3g		8367	3
dd6f0dae	flurry		1338	1
dd6f0dae	kuaipai		25746	16
dd6f0dae	moji001		14080	5
dd6f0dae	monternet		1157	1
dd6f0dae	uc		3259	2
dd6f0dae	wacai		1630	1
ddc85608	apple		8842	12
ddc85608	mobclix		4252	4
def1b93a	apple		26398	4
df2d4a20	edgesuite		22221	1
df2d4a20	itunes		1300	1
df2d4a20	monternet		0	1
df2d4a20	qlogo		29987	4
df2d4a20	qq		78988	18
df2d4a20	sina		48985	10
df2d4a20	sinaimg		68895	8
df5eb1eb	apple		53061	1
df9d0c77	10086		334968	5
df9d0c77	360		49023	11
df9d0c77	8684		2561	4
df9d0c77	91		12340	5
df9d0c77	anadmob		89314	3
df9d0c77	antutu		953	1
df9d0c77	baidu		123221	11
df9d0c77	cloudapp		1193	2
df9d0c77	flikie		89747	11
df9d0c77	flurry		6764	6
df9d0c77	gtimg		8180	1
df9d0c77	hiapk		328212	64
df9d0c77	mobeehome		96079	89
df9d0c77	monternet		4614	4
df9d0c77	pctutu		1141	1
df9d0c77	qpic		211291	10
df9d0c77	qq		280337	36
df9d0c77	sonyericsson		3208	1
df9d0c77	ucweb		641625	31
df9d0c77	umeng		5052	4
df9d0c77	vicp		1125	1
df9d0c77	weibo		1122	1
df9d0c77	xianguo		68968	21
df9d0c77	xiaomi		8288	13
df9d0c77	zhidian3g		40165	29
e026630e	51wnl		2327	2
e026630e	apple		39127	16
e026630e	ireadercity		2121	1
e026630e	qlogo		1247118	66
e026630e	qpic		72196	12
e026630e	qq		4099431	305
e026630e	umeng		3276	2
e026630e	verisign		6499	2
e026630e	yahooapis		11395	3
e1880598	admob		7036	3
e1880598	adwo		346638	23
e1880598	doubleclick		31150	2
e1880598	ireadercity		1626	1
e1880598	miaozhen		6915	4
e1880598	mobileone		136578	8
e1880598	umeng		5430	3
e19f481d	91		29761	12
e19f481d	admob		1392	1
e19f481d	adtilt		20677	7
e19f481d	amazonaws		2676	3
e19f481d	appget		11882	7
e19f481d	apple		67649	4
e19f481d	edgecastcdn		1880	1
e19f481d	epicgames		1687	1
e19f481d	faad		1491	1
e19f481d	fluik		5882	3
e19f481d	flurry		97721	13
e19f481d	heyzap		238675	14
e19f481d	mopub		14028	19
e19f481d	mzstatic		74629	11
e19f481d	playhaven		218867	12
e19f481d	punchbox		592842	159
e19f481d	qlogo		73567	3
e19f481d	qpic		12760	2
e19f481d	qq		52577	14
e19f481d	rovio		319797	13
e19f481d	verisign		28065	13
e19f481d	yahooapis		6276	3
e2331bc3	monternet		53043	3
e2331bc3	sinaimg		34696	4
e2e36ef4	google		672104	104
e2e36ef4	qlogo		17229	4
e2e36ef4	qq		24835	15
e45d0d64	91		486271	58
e45d0d64	91huo		91668	9
e45d0d64	91rb		1600799	73
e45d0d64	apple		4556	2
e45d0d64	baidu		183799	18
e45d0d64	cnzz		0	3
e45d0d64	gtimg		27728	11
e45d0d64	qlogo		5996	1
e45d0d64	qq		191439	40
e45d0d64	soso		74274	6
e45d0d64	taobao		361250	36
e45d0d64	taobaocdn		311064	58
e45d0d64	tbcdn		169243	26
e461c13d	edgesuite		721610	1
e461c13d	itunes		2232	1
e461c13d	qq		2638	2
e461c13d	ucweb		4599	1
e4d9ef60	apple		39187	6
e4d9ef60	dodur		48716	38
e4d9ef60	domob		2696	1
e4d9ef60	pubsage		9642040	1123
e4d9ef60	qpic		64412	10
e4d9ef60	qq		28153	11
e4d9ef60	tencent		8542	1
e584b811	sina		80075	19
e584b811	sinaimg		51107	11
e60b0468	qq		6747	5
e7b83156	337		286151	312
e7b83156	admarvel		5264	2
e7b83156	admob		1866	1
e7b83156	adsmogo		78025	16
e7b83156	adwhirl		10297	8
e7b83156	adwo		52021	5
e7b83156	amazonaws		4584	6
e7b83156	apple		112486	18
e7b83156	doubleclick		24405	6
e7b83156	flurry		368127	9
e7b83156	google		2786	2
e7b83156	googleadsserving		3143	1
e7b83156	googlesyndication		48397	4
e7b83156	gstatic		30309	1
e7b83156	ihandysoft		51924	3
e7b83156	lashou		5993	1
e7b83156	mobclix		41471	44
e7b83156	mopub		7300	11
e7b83156	playhaven		1524	1
e7b83156	qlogo		6828	1
e7b83156	qq		6535	5
e7b83156	umeng		5951	4
e7b83156	yahooapis		3821	1
e804bd24	apple		62007	3
e804bd24	baidu		41393	15
e804bd24	edgesuite		833894	1
e804bd24	google		2953158	21
e804bd24	gw		10410	4
e804bd24	icast		35221	1
e804bd24	ifeng		112110	32
e804bd24	ifengimg		21743509	1
e804bd24	imocha		8137	6
e804bd24	itunes		1300	1
e804bd24	monternet		0	1
e804bd24	viber		977	1
e8684df0	360		3640	3
e8684df0	91		301378	37
e8684df0	91huo		30539	3
e8684df0	91rb		1286717	36
e8684df0	appads		175479	10
e8684df0	apple		14830	2
e8684df0	cloudfront		46737	3
e8684df0	cnzz		14829	4
e8684df0	edgecastcdn		1128	1
e8684df0	faad		95018	9
e8684df0	flurry		13442	8
e8684df0	qlogo		7183	1
e8684df0	qq		40871	27
e8684df0	verisign		10181	3
e8684df0	yahooapis		2078	1
e890f188	china		0	1
e890f188	qlogo		29788	3
e890f188	qpic		44279	4
e890f188	qq		2099489	299
e98417a5	360		110157	14
e98417a5	55tuan		52593	4
e98417a5	91		125080	5
e98417a5	91rb		32624	1
e98417a5	alipay		108639	6
e98417a5	apple		14393	3
e98417a5	baidu		60868	4
e98417a5	cdzlxt		52311	26
e98417a5	edgesuite		62976	1
e98417a5	flurry		6651	4
e98417a5	google-analytics		15538	2
e98417a5	ijinshan		9549	6
e98417a5	itunes		2194	1
e98417a5	qhimg		1434314	45
e98417a5	qianpin		21227	2
e98417a5	qianpincdn		1751343	14
e98417a5	qlogo		60322	9
e98417a5	qpic		35489	4
e98417a5	qq		201305	37
e98417a5	sina		65265	8
e98417a5	sinaimg		414011	20
e98417a5	taobao		402129	76
e98417a5	taobaocdn		298013	11
e98417a5	tdimg		12243	2
ea075b25	moji001		32342	14
ea075b25	wandoujia		9988	12
ea075b25	zdworks		3485	3
ea075b25	zhangyue		1319	1
ea69a3fb	10086		29013	3
ea69a3fb	gtimg		13212	2
ea69a3fb	qpic		13208	3
ea69a3fb	qq		899892	77
ea69a3fb	soso		0	1
eac211a8	accu-weather		1283222	98
eac211a8	dell		13666	4
