user	spName	traffic	times
4423e107	mzstatic		16174	1
4423e107	qiushibaike		301441	52
4423e107	rrimg		325038	29
4423e107	uc		3018	1
4423e107	ucweb		93625	3
4510aa7e	apple		53525	1
4510aa7e	qq		49459	13
454f8c5d	120ask		96187	12
454f8c5d	120askimages		283160	13
454f8c5d	163		227482	177
454f8c5d	2mdn		1384	1
454f8c5d	39		61891	20
454f8c5d	56		4850	1
454f8c5d	baidu		2413304	482
454f8c5d	baidu-2img		0	1
454f8c5d	cnzz		1443	1
454f8c5d	cucimg		3340	1
454f8c5d	doubleclick		1289	1
454f8c5d	edgesuite		0	1
454f8c5d	google-analytics		11849	6
454f8c5d	icast		347160	26
454f8c5d	ifeng		696640	152
454f8c5d	ifengimg		421294	26
454f8c5d	imocha		57154	30
454f8c5d	itunes		0	1
454f8c5d	netease		1128	1
454f8c5d	pomoho		2303	1
454f8c5d	qlogo		51248	4
454f8c5d	qpic		146935	6
454f8c5d	qq		752942	168
454f8c5d	rrimg		38542	8
454f8c5d	sina		5586	3
454f8c5d	soso		16250	2
454f8c5d	ykimg		2637	1
454f8c5d	yytcdn		3408	1
45a5f0ef	apple		155047	21
45a5f0ef	qlogo		11118	1
45a5f0ef	qq		20103	5
45a5f0ef	sina		1752797	258
45a5f0ef	sinaimg		772788	135
45a5f0ef	umeng		35832	20
45a5f0ef	wcdn		2601	1
4742fd3e	monternet		78032	2
47afab8c	126		2423	1
47afab8c	163		1717257	86
47afab8c	apple		22871	7
47afab8c	baidu		102900	30
47afab8c	cnn		43635	7
47afab8c	domob		15994	3
47afab8c	gtimg		271078	4
47afab8c	guohead		16361	9
47afab8c	medialytics		10716	6
47afab8c	qlogo		13434	3
47afab8c	qq		1062833	55
47afab8c	sina		81846	26
47afab8c	sinaapp		2205	2
47afab8c	sinaimg		803888	48
47afab8c	turner		273105	14
4806ac96	qlogo		0	3
4806ac96	qq		0	1
4806ac96	sina		16362	3
4806ac96	yahooapis		3728	2
48ba1bd3	365rili		3448	2
48ba1bd3	56		9166	1
48ba1bd3	adsage		16487	5
48ba1bd3	adsmogo		29740	15
48ba1bd3	apple		7459	1
48ba1bd3	cloudfront		364843	33
48ba1bd3	flurry		336830	3
48ba1bd3	google-analytics		17042	1
48ba1bd3	inmobi		26962	8
48ba1bd3	qq		54605	21
48ba1bd3	rrimg		19851	1
48ba1bd3	sproutbuilder		10455	3
48ba1bd3	ucweb		1854	1
48ba1bd3	umeng		60928	1
48ba1bd3	verisign		5183	2
48cfdc43	admsg		24476	2
48cfdc43	noticemob		1342	1
497ca995	admob		13218	8
497ca995	apple		132833	4
497ca995	doubleclick		14628	1
497ca995	gameloft		3717	3
497ca995	google-analytics		1661	1
497ca995	googlesyndication		0	9
497ca995	gpbao		2258	1
497ca995	inmobi		7488	3
497ca995	khaossoft		4191	1
497ca995	mobclix		15462	9
497ca995	myapp		4461	1
497ca995	mydas		35480	7
497ca995	qq		75810	9
497ca995	swakker		9366	1
497ca995	wooboo		25702	19
4a2cd677	dodur		6513	4
4a2cd677	flurry		15273	2
4a2cd677	irs01		2160	2
4a2cd677	qq		74354	2
4a2cd677	scorecardresearch		8899	2
4a2cd677	ykimg		93345	11
4a2cd677	youku		706340	50
4a6d2855	google		19620	3
4a6d2855	monternet		1266	1
4a6d2855	qq		30270	10
4a6d2855	taobao		7403	3
4ae65abc	baidu		2314	2
4b6854cf	baidu		312851	30
4b6854cf	baidu-2img		8189	2
4b6854cf	baidu-3img		75502	11
4b6854cf	qq		609787	86
4b6854cf	rrimg		21112	2
4bfc9144	baidu		408954	29
4bfc9144	qq		94458	8
4bfc9144	soso		2099933	199
4c5c78a1	google		27623	3
4c5c78a1	meitu		11938	11
4c5c78a1	qlogo		5818	1
4c5c78a1	qq		3910	3
4c5c78a1	sina		1116060	99
4c5c78a1	sinaimg		44596	11
4c5c78a1	ttpod		12748	6
4c5c78a1	umeng		19806	11
4c7f0698	admob		44366	2
4c7f0698	amazonaws		5948	6
4c7f0698	baidu		69558	11
4c7f0698	baidu-2img		1036	1
4c7f0698	doubleclick		79624	5
4c7f0698	edgesuite		63041	1
4c7f0698	flurry		5675	2
4c7f0698	google-analytics		7822	5
4c7f0698	googleadsserving		3142	1
4c7f0698	googlesyndication		3566	2
4c7f0698	ihandysoft		51847	3
4c7f0698	itunes		1337	1
4c7f0698	qlogo		9562	1
4c7f0698	qpic		91489	4
4c7f0698	qq		723970	310
4c7f0698	uc		2452	1
4c7f0698	ucweb		90358	3
4c8b39b5	3g		98407	13
4c8b39b5	qq		11980	5
4c8b39b5	rrimg		12828	1
4c8b39b5	uc		2597	1
4c8b39b5	ucweb		97386	3
4cb2935f	360		2497	2
4cb2935f	apple		3387	1
4cb2935f	qpic		1401894	22
4cb2935f	qq		237406	64
4cb2935f	sina		195358	23
4cb2935f	sinaimg		65211	13
4d2fc59b	adsage		294663	94
4d2fc59b	adview		95811	69
4d2fc59b	alipay		41051	4
4d2fc59b	baidu		89893	30
4d2fc59b	baidu-img		7031	2
4d2fc59b	bitesms		2337	4
4d2fc59b	pubsage		65599	4
4d2fc59b	qlogo		111896	5
4d2fc59b	qq		94132	22
4d2fc59b	uc		4753	2
4d2fc59b	ucweb		91315	3
4d2fc59b	wiyun		47956	30
4d327ed7	52345186		16317	2
4d327ed7	baidu		101188	14
4d327ed7	baidu-2img		2644	2
4d327ed7	baidu-3img		4148	1
4d327ed7	monternet		1266	1
4d327ed7	qlogo		2082415	81
4d327ed7	qpic		794399	38
4d327ed7	qq		1879914	61
4d327ed7	sina		2977019	23
4d327ed7	smartshe		6729	1
4d327ed7	taobao		17474	8
4d327ed7	tencent		10227	4
4d327ed7	ucweb		432448	38
4d327ed7	uptilt		74717	4
4d327ed7	vancl		3419166	201
4d327ed7	vanclimg		263448	6
4d327ed7	verisign		4782	2
4d8a12ae	apple		3388	1
4d8a12ae	cnzz		885	1
4d8a12ae	jiathis		23511	2
4d8a12ae	njdfwb		51099	8
4d8a12ae	qq		3147	2
4d8a12ae	ujian		5814	1
4d8a12ae	uyan		35941	2
4d8a12ae	wochacha		4657	2
4d99c807	apple		6827	2
4d99c807	baidu		422522	50
4d99c807	edgesuite		62541	1
4d99c807	google-analytics		18162	1
4d99c807	itunes		1377	1
4d99c807	xici		102627	7
4d99c807	yahooapis		1376	1
4d99c807	youku		14859	9
4daed781	apple		6146	1
4df494a1	2q10		1821	1
4df494a1	amazonaws		3009	1
4df494a1	apple		51116	8
4df494a1	daysmatter		7123	3
4df494a1	gameloft		73842	24
4df494a1	google-analytics		6065	1
4df494a1	localytics		1678	1
4df494a1	qlogo		91300	7
4df494a1	qpic		27220	7
4df494a1	qq		178293	23
4df494a1	taobao		1948	41
4df494a1	taobaocdn		0	4
4df494a1	yahooapis		46676	16
4df494a1	yupoo		56968	2
4e7ba299	apple		2203	7
4e7ba299	baidu		478216	35
4e7ba299	qlogo		8706	1
4e7ba299	qq		4105	3
4e889c0b	monternet		2293	1
4eb58d7c	365rili		66545	5
4eb58d7c	apple		119472	19
4eb58d7c	baidu		34731	4
4eb58d7c	edgesuite		62924	1
4eb58d7c	flurry		21064	14
4eb58d7c	google		98019	4
4eb58d7c	google-analytics		47433	10
4eb58d7c	ijinshan		56120	49
4eb58d7c	itunes		1525	1
4eb58d7c	kuaipai		39533	6
4eb58d7c	meituan		158942	38
4eb58d7c	qlogo		915817	105
4eb58d7c	qpic		1699943	34
4eb58d7c	qq		13800035	839
4eb58d7c	tencent		9155	1
4eb58d7c	umeng		27215	18
4eb58d7c	wzdhz		456148	43
4eb58d7c	ykimg		5896	1
4ec92aba	61		15710	11
4ec92aba	angrybirdsgame		5768	1
4ec92aba	apple		56816	10
4ec92aba	flurry		13442	10
4ec92aba	qq		3565	2
4ec92aba	rovio		56900	1
4ec92aba	verisign		2562	1
4ef67309	amap		264235	14
4ef67309	apple		103004	2
4ef67309	qq		1908	1
4ef67309	sogou		1465	1
4f0e56d1	10086		10899	1
4f0e56d1	qq		12405	5
4f0e56d1	sina		43740	7
4f0e56d1	sinaimg		776528	28
4f86f884	qlogo		24985	4
4f86f884	qpic		4196	2
4f86f884	qq		96060	10
5064253a	10086		0	5
5064253a	baidu		75121	15
5064253a	baidu-2img		24737	4
5064253a	ifeng		0	1
5064253a	rrimg		237797	25
5064253a	taobao		0	22
5064253a	taobaocdn		0	7
5064253a	uc		0	1
5064253a	wochacha		25832	4
5064253a	xnpic		44290	3
5064253a	ykimg		4672	1
50bafd91	91		177784	10
50bafd91	cnzz		59341	21
50bafd91	dianxinos		5438	3
50bafd91	dxsvr		4930	4
50bafd91	gtimg		7131	4
50bafd91	hiapk		694459	26
50bafd91	monternet		437385	2
50bafd91	qq		180269	47
50bafd91	rrimg		76888	1
50bafd91	soso		236211	13
50bafd91	ydstatic		160760	55
50bafd91	youdao		240792	20
51845139	apple		5670	1
51845139	baidu		1980207	9
51845139	edgesuite		823874	1
51845139	flurry		9952	1
51845139	itunes		1345	1
51845139	qq		2250317	162
51967096	anscamobile		6868	3
51967096	apple		3387	1
51967096	dailyphoneapp		44583	14
51967096	doubleclick		55490	13
51967096	flurry		15586	8
51967096	google-analytics		45801	6
51967096	googleadservices		20452	1
51967096	googleadsserving		14008	7
51967096	googlesyndication		49733	7
51967096	googletagservices		26150	2
51967096	gstatic		3296	3
51967096	ijinshan		7682	5
51967096	qpic		0	1
51967096	qq		54416	10
51967096	yahooapis		38652	4
51adaa7b	qlogo		9867	2
51adaa7b	qq		36434	3
527ffb28	edgesuite		62948	1
527ffb28	itunes		1458	1
527ffb28	umeng		2192	2
52a00739	baidu		327805	62
52a00739	baidu-2img		234342	83
52a00739	qq		48200	21
52a00739	rrimg		82544	7
52a00739	ucweb		79040	50
52c037d2	apple		0	6
52c037d2	clover		18246	5
52c037d2	google		3498	3
52c037d2	google-analytics		2995	1
52c037d2	juneyaoair		1059164	84
52c037d2	meitu		6826	6
52c037d2	meitudata		65638	4
52c037d2	qq		135219	47
52c037d2	rsscc		67665	39
52c037d2	sina		1435577	147
52c037d2	sinaimg		215196	40
52c037d2	umeng		23764	15
52c037d2	yupoo		261749	4
52d650e5	apple		7320	1
52d650e5	gomumu		4188	1
52d650e5	kuro		151859	4
52d650e5	kuwo		116123	9
52d650e5	monternet		1256	1
52d650e5	qpic		399830	4
52d650e5	qq		6223	5
52d650e5	verisign		2603	1
52d650e5	ykimg		311461	14
52d650e5	youku		15071	2
53380cf0	apple		11646	9
53380cf0	baidu		940130	112
53380cf0	dianping		920244	236
53380cf0	dpfile		471017	55
5342da52	91		4521	2
5342da52	baidu		135403	45
5342da52	baidu-2img		600715	77
5342da52	monternet		1157	1
5342da52	qq		30711	5
5342da52	sogou		1369	1
5342da52	uc		1440	1
5342da52	ucweb		12481	5
534ac1c8	baidu		268979	4
534ac1c8	baidu-2img		146864	2
534ac1c8	baidu-img		20728	7
534ac1c8	gtimg		11428	1
534ac1c8	monternet		0	1
534ac1c8	qq		127178	11
53507b95	apple		7954	3
5429be90	baidu		63682	12
5429be90	moji001		5614	3
5429be90	sdo		8188	9
5429be90	sina		355047	60
5429be90	sinaimg		21590	1
5429be90	sohu		35910	1
5429be90	sonyericsson		4327	2
54791d29	adwhirl		18312	18
54791d29	meitudata		1053	1
54791d29	qpic		285825	9
54791d29	sina		1223234	161
54791d29	sinaimg		591320	47
549a064d	monternet		1258	1
549d6cbc	10jqka		2036	1
549d6cbc	apple		34926	5
549d6cbc	dianping		3602	2
549d6cbc	qq		52163	3
549d6cbc	sina		893192	43
549d6cbc	sinaimg		90629	13
5538cc03	360		2479717	222
5538cc03	duomi		499989	67
5538cc03	qlogo		299689	29
5538cc03	qq		79118	9
5538cc03	sina		2984	2
5538cc03	soso		114781	6
554047b6	baidu		278999	37
557e4be5	moji001		33197	13
557e4be5	nduoa		2788	2
557e4be5	qpic		16255	2
557e4be5	qq		38021	10
557e4be5	ucweb		21492	16
557e4be5	umeng		1548	1
557e4be5	zdworks		2976	8
561a0361	39		22552	4
561a0361	apple		2147	2
561a0361	baidu		155352	7
561a0361	monternet		2588	2
561a0361	qlogo		31593	4
561a0361	qq		125545	10
561a0361	verisign		6443	2
563d51f4	blovestorm		2205	1
563d51f4	qq		4421	4
563d51f4	spbtraveler		11509	7
5646cb63	iweek		1889	3
5646cb63	yahooapis		3835	1
56932c62	dianxinos		4036	3
56932c62	dxsvr		6279	4
56932c62	google		332313	223
56932c62	gtimg		23972	6
56932c62	moji001		12695	6
56932c62	qq		1268300	144
56932c62	renren		1099	1
56932c62	ttpod		6544	5
56932c62	uc		19683	4
56932c62	ucweb		69448	5
56932c62	umeng		21897	16
56932c62	wandoujia		5551	7
56932c62	youdao		23811	11
569aa115	monternet		1252	1
56f84932	91		143677	32
56f84932	91huo		15271	2
56f84932	apple		8114	1
56f84932	capcom		11060	2
56f84932	hiigame		30565	26
56f84932	izhangxin		159005	9
56f84932	qq		66734	44
56f84932	verisign		2603	1
577066ec	alipay		77262	20
577066ec	etao		1110653	72
577066ec	monternet		5104	4
577066ec	sina		523520	55
577066ec	sinaimg		24256	1
577066ec	taobao		4571987	418
577066ec	taobaocdn		1541112	150
577066ec	tbcdn		49100	22
577066ec	tmall		378662	22
577066ec	uc		4076	2
577066ec	ucweb		149225	10
57c171bc	66diqiu		361083	22
57c171bc	apple		140775	27
57c171bc	baidu		34550	8
57c171bc	flurry		1322	1
57c171bc	google-analytics		21013	1
57c171bc	manzuo		751326	76
57c171bc	mapabc		105033	12
57c171bc	miaozhen		33475	2
57c171bc	qlogo		38988	4
57c171bc	qpic		32922	3
57c171bc	qq		34068	14
57c171bc	weibo		3896	1
57c171bc	youhaotravel		246618	25
584d657d	apple		2083	1
584d657d	baidu		96272	10
584d657d	duowan		233018	3
584d657d	google		3701	2
584d657d	hiido		11943	10
584d657d	monternet		1445	1
584d657d	qlogo		34657	9
584d657d	qpic		762120	35
584d657d	qq		516561	12
584d657d	tdimg		10369	2
584d657d	yinyuetai		5649	1
584d657d	yy		10430	10
584d657d	yytcdn		31701	2
58db0196	qq		3955	2
59f3c11c	360		43585	13
59f3c11c	3g		53643	32
59f3c11c	admob		13664	1
59f3c11c	alexa		5018	1
59f3c11c	baidu		21278	7
59f3c11c	flurry		2316	2
59f3c11c	google-analytics		19155	1
59f3c11c	mobisystems		35513	4
59f3c11c	mojichina		5625	5
59f3c11c	mydas		2951	2
59f3c11c	qpic		0	1
59f3c11c	qq		39906	1
59f3c11c	smaato		2338	1
59f3c11c	webscache		430574	24
59f3c11c	youmi		12838	4
5a42ee37	admob		75019	19
5a42ee37	adtilt		14203	4
5a42ee37	apple		179839	28
5a42ee37	daum		5672	2
5a42ee37	doubleclick		120939	15
5a42ee37	flurry		84950	14
5a42ee37	gameloft		63979	114
5a42ee37	kiloo		37790	25
5a42ee37	litqoo		87958	20
5a42ee37	monternet		5156	4
5b05c323	17c		38980	14
5b05c323	apple		6775	2
5b05c323	boyaa		59247	8
5b05c323	edgesuite		63080	1
5b05c323	flurry		19744	11
5b05c323	itunes		1332	1
5b05c323	kx88		5064	2
5c305f67	qlogo		57647	4
5c305f67	qpic		15072	3
5c305f67	rrimg		112999	4
5caa41a8	monternet		2000	1
5cba1035	zynga		415177	4
5cf3a0e3	56		148421	7
5cf3a0e3	baidu		490496	55
5cf3a0e3	baidu-2img		2632565	213
5cf3a0e3	cucimg		24267	1
5cf3a0e3	immomo		41102	7
5cf3a0e3	qlogo		5356	1
5cf3a0e3	qq		64051	10
5cf3a0e3	rrimg		1050374	40
5cf3a0e3	sina		207136	34
5cf3a0e3	sinaimg		435031	23
5cf3a0e3	tdimg		26533	3
5cf3a0e3	uc		2413	1
5cf3a0e3	ucweb		97350	5
5cf3a0e3	xnimg		6253	1
5cf3a0e3	xnpic		35349	3
5cf3a0e3	ykimg		12000	2
5d744df5	qq		60254	34
5de9fd88	admob		11807	1
5de9fd88	apple		6828	2
5de9fd88	doubleclick		29599	4
5de9fd88	flurry		8129	4
5de9fd88	gstatic		30219	1
5de9fd88	inmobi		2782	1
5de9fd88	inmobicdn		21544	1
5de9fd88	sina		956662	115
5de9fd88	sinaimg		386246	65
5de9fd88	uc		78226	40
5de9fd88	ucweb		106158	7
5ea9f9de	10086		13670	1
5ea9f9de	2100book		7062	3
5ea9f9de	apple		59056	21
5ea9f9de	mywtv		17298	3
5ea9f9de	tajiu		1854	1
5ea9f9de	tianqi		4863	1
5ea9f9de	uc		0	1
5ea9f9de	ucweb		5490052	140
5ea9f9de	wapwat		1461	1
5ecb94dc	10086		30445	3
5ecb94dc	apple		3388	1
5ecb94dc	monternet		1260	1
5ecb94dc	yahooapis		7715	2
5f4402ad	byread		5995	4
5f4402ad	flurry		987	1
5f4402ad	qq		1677	1
5f4402ad	sogou		2578	1
5f4402ad	zdworks		5854	6
5f7d4366	91		10123	5
5f7d4366	apple		63687	4
5f7d4366	baidu		20844	2
5f7d4366	duowan		160289	4
5f7d4366	hiido		3407	3
5f7d4366	lexun		1935914	81
5f7d4366	uc		328933	19
5f7d4366	ucweb		162400	7
5f7d4366	yy		62279	9
5fd7b48b	365rili		1318	2
5fd7b48b	ip138		50351	5
5fd7b48b	monternet		1156	1
5fd7b48b	uc		4268	3
5fd7b48b	umeng		4357	1
5fe77620	adwhirl		3020	2
5fe77620	apple		81799	4
5fe77620	doubleclick		27699	13
5fe77620	greystripe		72811	58
5fe77620	mobilityware		39961	14
5fe77620	qq		295719	53
5fe77620	transpera		75930	34
600a2b06	flurry		17533	12
600a2b06	google-analytics		6902	2
600a2b06	ijinshan		41877	33
600a2b06	qlogo		19609	2
600a2b06	qpic		79415	7
600a2b06	qq		5326506	93
60578946	10086		5146	1
60578946	22ise		1835	1
60578946	360		27621	7
60578946	hiapk		1409	1
60578946	kuaibo		4456	4
60578946	moji001		62200	17
60578946	snyu		5478	4
608c262c	apple		7790	1
608c262c	google		9748	1
608c262c	qpic		29836	1
608c262c	qq		54006	10
608c262c	sina		416427	67
608c262c	sinaimg		474202	72
60a64d7f	apple		64149	14
60a64d7f	baidu		79566	10
60a64d7f	baidu-3img		50611	7
60a64d7f	eamobile		0	1
60a64d7f	edgesuite		63000	1
60a64d7f	itunes		1458	1
60a64d7f	j2play		1460	2
60a64d7f	kugou		33017	28
60a64d7f	qlogo		7913	3
60a64d7f	qq		725032	94
60a64d7f	rrimg		541237	5
60a64d7f	sina		14524	5
60a64d7f	sinaimg		0	1
60a64d7f	tencent		0	1
60a64d7f	umeng		3450	1
60a64d7f	yahooapis		17447	4
60a64d7f	zhiphone		481808	6
60ad360c	sina		90919	14
60ad360c	sinaimg		4327	1
60e960a0	apple		7779	3
60e960a0	monternet		1302	1
60e960a0	qpic		96850	7
60e960a0	qq		568919	33
60e960a0	yahooapis		3955	1
60fdf0e5	baidu		141469	11
60fdf0e5	qlogo		211377	16
60fdf0e5	qpic		350267	15
60fdf0e5	qq		1125739	64
611ebaa5	adwo		256713	160
611ebaa5	baidu		10584	9
611ebaa5	eicodesign		14961	3
611ebaa5	flurry		1515	1
611ebaa5	guohead		1199595	470
611ebaa5	miaozhen		205586	129
611ebaa5	mobileone		2716397	483
611ebaa5	qpic		298653	15
611ebaa5	qq		38983	1
611ebaa5	sinaimg		8913257	684
611ebaa5	yahooapis		2078	1
623fbefd	91		10095	4
623fbefd	apple		16256	2
623fbefd	localytics		7206	4
623fbefd	verisign		29018	10
623fbefd	yahooapis		4162	2
631c088a	alipay		0	1
631c088a	baidu		16075	3
631c088a	baidu-2img		37718	5
631c088a	douban		34934	5
631c088a	etao		2177	1
631c088a	mop		44576	7
631c088a	sina		497563	79
631c088a	sinaimg		41401	8
631c088a	taobao		56828	6
631c088a	taobaocdn		36990	11
631c088a	tbcdn		16071	3
631c088a	tmall		2300	1
631c088a	uc		2392	1
631c088a	ucweb		112090	3
651df0ac	admob		1637	1
651df0ac	baidu		701125	95
651df0ac	baidu-2img		5554	2
651df0ac	google		0	2
651df0ac	google-analytics		27469	4
651df0ac	monternet		2800	2
651df0ac	qiyi		115066	6
651df0ac	qlogo		17403	9
651df0ac	qpic		264036	49
651df0ac	qq		92593	98
651df0ac	sina		825495	125
651df0ac	sinaimg		92395	79
651df0ac	taobao		63742	40
651df0ac	taobaocdn		56890	3
651df0ac	tianya		36753	5
651df0ac	xici		637916	79
651df0ac	xlzx		32449	2
65259e5e	10086		50092	1
65259e5e	:-linear-gradient		1476	1
65259e5e	:inear-gradient		1561	1
65259e5e	:oz-linear-gradient		1483	1
65259e5e	:s-linear-gradient		1479	1
65259e5e	iask		8223	2
65259e5e	sina		2645649	334
65259e5e	sinaimg		953441	76
65259e5e	uc		5436	2
65259e5e	ucweb		216125	30
65259e5e	yahooapis		4495	2
6540fa78	apple		1283	1
661c907d	flurry		4259	9
661c907d	fundownload		1467	1
661c907d	google		1716	1
661c907d	leadboltapps		2581	2
661c907d	moji001		13916	5
661c907d	quickpai		2193	1
661c907d	scorecardresearch		3485	2
661c907d	sdo		108944	101
661c907d	snyu		1077	1
661c907d	sonyericsson		1442	1
661c907d	tapulous		114861	41
661c907d	the9		3517	1
661c907d	umeng		5205	4
661ce244	google		18710	1
661ce244	monternet		1266	1
661ce244	qq		74772	2
661ce244	sina		1983765	291
661ce244	sinaimg		242403	49
661e7fca	apple		2084	1
661e7fca	edgesuite		0	1
661e7fca	itunes		0	1
661e7fca	monternet		2534	2
670c80ce	apple		1782	1
670c80ce	flurry		1269	1
670c80ce	gamevibe		2682	2
670c80ce	punchbox		5665	4
670c80ce	qlogo		282053	10
670c80ce	qpic		1256770	119
670c80ce	qq		1116836	243
670c80ce	rrimg		4047	1
670c80ce	taobao		76337	29
670c80ce	taobaocdn		4354	1
67645b1e	10jqka		28134	6
67645b1e	apple		3587	1
67645b1e	intsig		11197	2
67645b1e	itc		153836	19
67645b1e	monternet		1310	1
67645b1e	qq		39451	1
67645b1e	sohu		25641	3
67a1bd46	126		3807	2
67a1bd46	163		2957	1
67a1bd46	apple		2248	1
67a1bd46	qq		147913	51
67a1bd46	sina		1210870	62
67a1bd46	sinaimg		72617	17
67a1bd46	taobao		0	28
67a1bd46	taobaocdn		0	3
67a1bd46	yahooapis		7737	2
6858ee60	apple		27569	4
6858ee60	flurry		1322	1
6858ee60	monternet		5904	4
6858ee60	sina		181674	26
6858ee60	sinaimg		17661	1
6858ee60	taobao		68394	25
6858ee60	taobaocdn		136268	7
6909ccf1	apple		3682	1
6909ccf1	monternet		2604	2
6909ccf1	qq		393722	156
6909ccf1	taobao		5827	3
69348fd9	baidu		27425	9
69348fd9	baidu-2img		16569	3
69348fd9	sina		159860	20
69348fd9	sinaapp		9844	9
69348fd9	sinaimg		57143	9
69348fd9	uc		6112	2
69348fd9	ucweb		18775	3
69348fd9	umeng		12260	8
69348fd9	upaiyun		103789	9
69c615d8	acs86		4002	3
69c615d8	adsage		67579	21
69c615d8	adsmogo		108080	86
69c615d8	adwo		61229	11
69c615d8	apple		17567	4
69c615d8	cardcmb		135542	11
69c615d8	cmbchina		3132	2
69c615d8	flurry		3778	2
69c615d8	google		10457	6
69c615d8	madserving		8304	3
69c615d8	pubsage		21060	1
69c615d8	qlogo		178363	17
69c615d8	qq		331623	51
69c615d8	sina		1280988	83
69c615d8	sinaimg		123980	18
69c615d8	wali		1350	1
69c615d8	wiyun		3075	2
6a07cdd2	apple		65974	10
6a07cdd2	baidu		150114	14
6a07cdd2	baidu-2img		16984	5
6a07cdd2	baidu-3img		72551	14
6a07cdd2	uc		2655	1
6a07cdd2	ucweb		26448	4
6a07cdd2	umeng		10909	4
6a07cdd2	yahooapis		5632	1
6a4381ab	apple		5347	1
6a4381ab	verisign		6693	2
6a937b11	apple		5526	1
6a937b11	braser		6774	1
6a937b11	dodur		11053	3
6a937b11	domob		1433	1
6a937b11	edgesuite		63784	1
6a937b11	flurry		2581	1
6a937b11	google		84954	17
6a937b11	itunes		3717	1
6a937b11	merriam-webster		5248	1
6a937b11	pubsage		273463	16
6b84d657	apple		5398	1
6b84d657	poco		268055	38
6b84d657	qiko		1177	1
6b84d657	qpic		35624	1
6b84d657	qq		467871	39
6b84d657	umeng		3198	2
6baf79d8	admob		1325	1
6baf79d8	adwhirl		95151	107
6baf79d8	amazonaws		242941	9
6baf79d8	flurry		2146	2
6baf79d8	qq		241199	7
6cf8ec4b	admob		98691	8
6cf8ec4b	angrybirds		1422	1
6cf8ec4b	angrybirdsgame		23762	4
6cf8ec4b	apple		78419	15
6cf8ec4b	bengou		38708	1
6cf8ec4b	dodur		3714	3
6cf8ec4b	domob		1375215	2
6cf8ec4b	doubleclick		371550	23
6cf8ec4b	flurry		56345	26
6cf8ec4b	gamevibe		4060	2
6cf8ec4b	google		65376	30
6cf8ec4b	gstatic		30167	1
6cf8ec4b	ijinshan		4128	3
6cf8ec4b	linksynergy		6041	2
6cf8ec4b	punchbox		343286	34
6cf8ec4b	qlogo		118603	12
6cf8ec4b	qq		19414	13
6cf8ec4b	rovio		1477476	25
6cf8ec4b	sharedegg		4778	4
6cf8ec4b	sina		24876	2
6cf8ec4b	umeng		8827	4
6cf8ec4b	yahooapis		15737	4
6cf8ec4b	zeptolab		6885	11
6d4ffd8d	apple		3639	1
6d4ffd8d	baidu		32976	10
6d4ffd8d	monternet		2492	2
6d55702f	apple		10744	2
6d55702f	baidu		180302	20
6d55702f	baidu-3img		42207	6
6d55702f	cqhuashan		17623	1
6d55702f	edgesuite		77909	1
6d55702f	ewsos		11331	1
6d55702f	haodf		37944	6
6d55702f	ilinkee		27988	2
6d55702f	itunes		2232	1
6d55702f	qpic		17474	3
6d55702f	qq		296246	37
6d55702f	she120		16313	1
6d55702f	sogou		9146	2
6d55702f	soso		16057	3
6d55702f	uc		77458	23
6d55702f	ucweb		608707	17
6dbfcee2	apple		5713	1
6dbfcee2	dianping		81954	29
6dbfcee2	dpfile		27151	9
6dbfcee2	google-analytics		27407	8
6dbfcee2	qlogo		12660	1
6dbfcee2	qq		3813	2
6dbfcee2	sina		68934	12
6dbfcee2	sinaimg		2295	1
6e33445d	56		38678	5
6e33445d	apple		79862	1
6e33445d	cucimg		15326	1
6e33445d	qpic		65141	2
6e33445d	qq		46537	8
6e33445d	rrimg		233221	19
6e33445d	sina		41179	5
6e33445d	sinaimg		93295	24
6e33445d	yinyuetai		13670	1
6f072d09	apple		127837	3
6f072d09	qlogo		20153	3
6f072d09	qq		691726	26
6f6a59d5	easou		80250	12
6f6a59d5	flurry		2035	2
6f6a59d5	google		3326	1
6f6a59d5	mobclix		3755	2
6f6a59d5	moji001		75131	37
6f6a59d5	moji002		3125	1
6f6a59d5	qlogo		15182	1
6f6a59d5	qq		7294	7
6f6a59d5	uc		27083	1
6f6a59d5	ucweb		168132	43
6f6a59d5	umeng		2191	3
6f6a59d5	wandoujia		12967	2
6f6a59d5	wdjimg		675550	68
701c71bd	apple		28520	7
701c71bd	sina		0	17
701c71bd	sinaimg		0	5
701c71bd	yoloho		33993	22
70855c50	admob		63914	12
70855c50	adsage		126491	41
70855c50	adsmogo		74470	64
70855c50	domob		184175	12
70855c50	doubleclick		106087	6
70855c50	edgesuite		65442	1
70855c50	flurry		2856	2
70855c50	ireadercity		1514	1
70855c50	itunes		1377	1
70855c50	pubsage		395091	17
70855c50	tingbook		391767	1
70855c50	umeng		1717	1
70855c50	wiyun		41115	8
70855c50	yahooapis		3895	1
70855c50	zifei		2042	1
722da795	sina		685007	84
722da795	sinaimg		206399	27
730d0ba2	qq		26029	3
735edf23	163		702859	84
735edf23	accuweather		1647019	118
735edf23	apple		2029923	915
735edf23	domob		46536	28
735edf23	edgesuite		663	1
735edf23	itc		69084	11
735edf23	itunes		1300	1
735edf23	netease		113403	31
735edf23	qpic		5078	1
735edf23	qq		595310	60
735edf23	sina		223609	20
